12|SUMATERA UTARA
12.23.01.2013|Sukarame Baru
12.23.02|Kualuh Leidong
12.23.02.1001|Tanjung Leidong
12.23.02.2002|Teluk Pulai Dalam
12.23.02.2003|Teluk Pulai Luar
12.23.02.2004|Kelapa Sebatang
12.23.02.2005|Simandulang
12.23.02.2006|Air Hitam
12.23.02.2007|Pangkalan Lunang
12.23.03|Kualuh Hilir
12.23.03.1001|Kampung Mesjid
12.23.03.2002|Kuala Bangka
12.23.03.2003|Sei Sentang
12.23.03.2004|Teluk Piai
12.23.03.2005|Tanjung Mangedar
12.23.03.2006|Teluk Binjai
12.23.03.2007|Sei Apung
12.23.04|Aek Kuo
12.23.04.2001|Aek Korsik
12.23.04.2002|Bandar Selamat
12.23.04.2003|Perk. Padang Halaban
12.23.04.2004|Perkebunan Panigoran
12.23.04.2005|Sidomulyo
12.23.04.2006|Karang Anyar
12.23.04.2007|Padang Maninjau
12.23.04.2008|Purworejo
12.23.05|Marbau
12.23.05.1001|Marbau
12.23.05.2002|Perkebunan Pernantian
12.23.05.2003|Perk. Marbau Selatan
12.23.05.2004|Perkebunan Milano
12.23.05.2005|Perkebunan Brussel
12.23.05.2006|Pulo Bargot
12.23.05.2007|Sipare Pare Tengah
12.23.05.2008|Sipare Pare Hilir
12.23.05.2009|Tubiran
12.23.05.2010|Belongkut
12.23.05.2011|Simpang Empat
12.23.05.2012|Babussalam
12.23.05.2013|Marbau Selatan
12.23.05.2014|Aek Tapa
12.23.05.2015|Lobu Rampah
12.23.05.2016|Bulungihit
12.23.05.2017|Aek Hitetoras
12.23.05.2018|Sumber Mulyo
12.23.06|Na IX - X
12.23.06.1001|Aek Kota Batu
12.23.06.2002|Pematang
12.23.06.2003|Batu Tunggal
12.23.06.2004|Sungai Raja
12.23.06.2005|Perkebunan Berangir
12.23.06.2006|Silumajang
12.23.06.2007|Pulo Jantan
12.23.06.2008|Kampung Pajak
12.23.06.2009|Meranti Omas
12.23.06.2010|Hatapang
12.23.06.2011|Pasang Lela
12.23.06.2012|Simpang Marbau
12.23.06.2013|Bangun Rejo
12.23.07|Aek Natas
12.23.07.1001|Bandar Durian
12.23.07.2002|Poldung
12.23.07.2003|Rombisan
12.23.07.2004|Sibito
12.23.07.2005|Simonis
12.23.07.2006|Perk. Aek Pamienke
12.23.07.2007|Pangkalan
12.23.07.2008|Adian Torop
12.23.07.2009|Ujung Padang
12.23.07.2010|Kampung Yaman
12.23.07.2011|Terang Bulan
12.23.07.2012|Perkebunan Halimbe
12.23.08|Kualuh Selatan
12.23.08.1001|Gunting Saga
12.23.08.2002|Damuli Pekan
12.23.08.2003|Siamporik
12.23.08.2004|Lobu Huala
12.23.08.2005|Gunung Melayu
12.23.08.2006|Damuli Kebun
12.23.08.2007|Hasang
12.23.08.2008|Bandar Lama
12.23.08.2009|Sidua Dua
12.23.08.2010|Simangalam
12.23.08.2011|Tanjung Pasir
12.23.08.2012|Sialang Taji
12.24|KAB. NIAS UTARA
12.24.01|Lotu
12.24.01.2001|Hilidundra
12.24.01.2002|Lawira Satua
12.24.01.2003|Fadoro Fulolo
12.24.01.2004|Lawira I
12.24.01.2005|Hiligodu
12.24.01.2006|Lombuza'ua
12.24.01.2007|Maziaya
12.24.01.2008|Baho
12.24.01.2009|Lolofaoso
12.24.01.2010|Lawira II
12.24.01.2011|Dahadano
12.24.01.2012|Lolomboli
12.24.01.2013|Hiligeo Afia
12.24.02|Sawo
12.24.02.2001|Seriwa'u
12.24.02.2002|Ombolata Sawo
12.24.02.2003|Sanawuyu
12.24.02.2004|Onozitoli Sawo
12.24.02.2005|Sifahandro
12.24.02.2006|Sisarahili Teluk Siabang
12.24.02.2007|Lasara Sawo
12.24.02.2008|Sawo
12.24.02.2009|Hiliduruwa
12.24.02.2010|Teluk Bengkuang
12.24.03|Tuhemberua
12.24.03.2001|Botolakha
12.24.03.2002|Siofa Banua
12.24.03.2003|La'aya
12.24.03.2004|Alo'oa
12.24.03.2005|Ladara
12.24.03.2006|Banua Gea
12.24.03.2007|Silima Banua
12.24.03.2008|Fino
12.24.04|Sitolu Ori
12.24.04.2001|Tetehosi Maziaya
12.24.04.2002|Umbubalodano
12.24.04.2003|Hilimbosi
12.24.04.2004|Hilisalo'o
12.24.04.2005|Fulolo Salo'o
12.24.04.2006|Botombawo
12.24.05|Namohalu Esiwa
12.24.05.2001|Berua
12.24.05.2002|Esiwa
12.24.05.2003|Dahana Hiligodu
12.24.05.2004|Hilibanua
12.24.05.2005|Sisarahili
12.24.05.2006|Sisobahili
12.24.05.2007|Lasara
12.24.05.2008|Namohalu
12.24.05.2009|Tuhenakhe I
12.24.05.2010|Orahili
12.24.05.2011|Banua Sibohou
12.24.06|Alasa Talumuzoi
12.24.06.2001|Banua Sibohou III
12.24.06.2002|Harefanaese
12.24.06.2003|Hilimbowo Kare
12.24.06.2004|Laehuwa
12.24.06.2005|Mazingo
12.24.06.2006|Hilina'a
12.24.07|Alasa
12.24.07.2001|Bitaya
12.24.07.2002|Lahemboho
12.24.07.2003|Anaoma
12.24.07.2004|Dahana Tugala Oyo
12.24.07.2005|Fulolo
12.24.07.2006|Hiligawoni
12.24.07.2007|Ononamolo Tumula
12.24.07.2008|Banua Sibohou I
12.24.07.2009|Ombolata
12.24.07.2010|Banua Sibohou II
12.24.07.2011|Dahana Alasa
12.24.07.2012|Ononamolo Alasa
12.24.07.2013|Loloana'a
12.24.07.2014|Hilisebua Siwalubanua
12.24.08|Tugala Oyo
12.24.08.2001|Te'olo
12.24.08.2002|Siwawo
12.24.08.2003|Fabaliwa Oyo
12.24.08.2004|Ononazara
12.24.08.2005|Humene Siheneasi
12.24.08.2006|Gunung Tua
12.24.08.2007|Botona'ai
12.24.08.2008|Harefa
12.24.09|Afulu
12.24.09.2001|Afulu
12.24.09.2002|Lauru Fadoro
12.24.09.2003|Lauru I
12.24.09.2004|Ombolata Afulu
12.24.09.2005|Harewakhe
12.24.09.2006|Sisobahili
12.24.09.2007|Lauru Lahewa
12.24.09.2008|Sifaoro'asi
12.24.09.2009|Faekhuna'a
12.24.10|Lahewa
12.24.10.1001|Pasar Lahewa
12.24.10.2002|Iraono Lase
12.24.10.2003|Holi
12.24.10.2004|Sifaoro'asi
12.24.10.2005|Hilizukhu
12.24.10.2006|Onozalukhu
12.24.10.2007|Hilina'a
12.24.10.2008|Hiligodu Hoya
12.24.10.2009|Sitolubanua
12.24.10.2010|Hilihati
12.24.10.2011|Fadoro Sitolu Hili
12.24.10.2012|Marafala
12.24.10.2013|Hiligawolo
12.24.10.2014|Balefadoro Tuho
12.24.10.2015|Ombolata
12.24.10.2016|Afia
12.24.10.2017|Moawo
12.24.10.2018|Lasara
12.24.10.2019|Sihene'asi
12.24.10.2020|Fadoro Hilimbowo
12.24.10.2021|Fadoro Hilihambawa
12.24.11|Lahewa Timur
12.24.11.2001|Laowowaga
12.24.11.2002|Lukhu Lase
12.24.11.2003|Tetehosi Sorowi
12.24.11.2004|Tefa'o
12.24.11.2005|Tugala Lauru
12.24.11.2006|Muzoi
12.24.11.2007|Meafu
12.25|KAB. NIAS BARAT
12.25.01|Lahomi
12.25.01.2001|Sisobaoho
12.25.01.2002|Bawozamaiwo
12.25.01.2003|Sitolubanua
12.25.01.2004|Lologundre
12.25.01.2005|Iraonogaila
12.25.01.2006|Tigaserangkai
12.25.01.2007|Onowaembo
12.25.01.2008|Onolimbu
12.25.01.2009|Haliadulo
12.25.01.2010|Sisobambowo
12.25.01.2011|Lolowau
12.25.02|Sirombu
12.25.02.2001|Bawosaloo
12.25.02.2002|Imana
12.25.02.2003|Tuwa Tuwa
12.25.02.2004|Kafo Kafo
12.25.02.2005|Bawasawa
12.25.02.2006|Pulau Bogi
12.25.02.2007|Halamona
12.25.02.2008|Hanofa
12.25.02.2009|Lahawa
12.25.02.2010|Hinako
12.25.02.2011|Sineneeto
12.25.02.2012|Balowondrate
12.25.02.2013|Hilimberuanaa
12.25.02.2014|Lahusa
12.25.02.2015|Ombolata
12.25.02.2016|Tetehosi
12.25.02.2017|Togimbogi
12.25.02.2018|Sisobandrao
12.25.02.2019|Fadoro
12.25.02.2020|Tugala Gawu
12.25.02.2021|Sirombu
12.25.02.2022|Togideu
12.25.02.2023|Tugala
12.25.02.2024|Orahili
12.25.02.2025|Gunungcahaya
12.25.03|Mandrehe Barat
12.25.03.2001|Onolimbu Raya
12.25.03.2002|Ononamolo III
12.25.03.2003|Sisobaoho
12.25.03.2004|Iraonogeba
12.25.03.2005|Lolohia
12.25.03.2006|Fadorosifulubanua
12.25.03.2007|Hillidaura
12.25.03.2008|Sisarahili II
12.25.03.2009|Lasara Bagawu
12.25.03.2010|Sisobandrao
12.25.03.2011|Mazingo
12.25.03.2012|Onolimbu You
12.25.03.2013|Lasarafaga
12.25.03.2014|Orahili Badalu
12.25.04|Moro'o
12.25.04.2001|Hiliwaloo II
12.25.04.2002|Gunungbaru
12.25.04.2003|Hilisoromi
12.25.04.2004|Siduahili
12.25.04.2005|Sitolubanua Fadoro
12.25.04.2006|Halifadolo
12.25.04.2007|Lasara Bahili
12.25.04.2008|Hiliwaele
12.25.04.2009|Sitoluewali
12.25.04.2010|Onozalukhu You
12.25.05|Mandrehe
12.25.05.2001|Simaeasi
12.25.05.2002|Lologolu
12.25.05.2003|Tuwuna
12.25.05.2004|Tuhemberua
12.25.05.2005|Lolozirugi
12.25.05.2006|Lakhene
12.25.05.2007|Hiliwaloo I
12.25.05.2008|Sianaa
12.25.05.2009|Fadoro
12.25.05.2010|Iraonogambo
12.25.05.2011|Tuhoowo
12.25.05.2012|Fadoro Bahili
12.25.05.2013|Tumori
12.25.05.2014|Lasara Baene
12.25.05.2015|Tetehosi
12.25.05.2016|Sisarahili I
12.25.05.2017|Doli-Doli
12.25.05.2018|Hayo
12.25.05.2019|Zuzundrao
12.25.05.2020|Sisobambowo
12.25.06|Mandrehe Utara
12.25.06.2001|Balodano
12.25.06.2002|Hiambanua
12.25.06.2003|Hilimayo
12.25.06.2004|Sihareo
12.25.06.2005|Lolomboli
12.25.06.2006|Ononamolo I
12.25.06.2007|Hilimbaruzo
12.25.06.2008|Tarahoso
12.25.06.2009|Ononamolo II
12.25.06.2010|Taraha
12.25.06.2011|Lahagu
12.25.06.2012|Hilimbowo
12.25.07|Lolofitu Moi
12.25.07.2001|Sisobawino II
12.25.07.2002|Duria
12.25.07.2003|Ambukha
12.25.07.2004|Hilimbowo Mau
12.25.07.2005|Hilimbuasi
12.25.07.2006|Lolofitu
12.25.07.2007|Hiliuso
12.25.07.2008|Wango
12.25.08|Ulu Moro'o
12.25.08.2001|Bukit Tinggi
12.25.08.2002|Lawelu
12.25.08.2003|Saloo
12.25.08.2004|Hilisangawola
12.25.08.2005|Hilibadalu
12.71|KOTA MEDAN
12.71.01|Medan Kota
12.71.01.1001|Pasar Baru
12.71.01.1002|Pusat Pasar
12.71.01.1003|Sei Rengas I
12.71.01.1004|Mesjid
12.71.01.1005|Pandau Hulu I
12.71.01.1006|Kotamatsum III
12.71.01.1007|Pasar Merah Barat
12.71.01.1008|Teladan Timur
12.71.01.1009|Teladan Barat
12.71.01.1010|Sudirejo
12.71.01.1011|Sudirejo II
12.71.01.1012|Sitirejo I
12.71.02|Medan Sunggal
12.71.02.1001|Lalang
12.71.02.1002|Sei Sikambing B
12.71.02.1003|Sunggal
12.71.02.1004|Babura Sunggal
12.71.02.1005|Tanjung Rejo
12.71.02.1006|Simpang Tanjung
12.71.03|Medan Helvetia
12.71.03.1001|Helvetia
12.71.03.1002|Helvetia Tengah
12.71.03.1003|Helvetia Timur
12.71.03.1004|Tanjung Gusta
12.71.03.1005|Cinta Damai
12.71.03.1006|Dwi Kora
12.71.03.1007|Sei Sikambing C II
12.71.04|Medan Denai
12.71.04.1001|Tegal S Mandala I
12.71.04.1002|Tegal S Mandala II
12.71.04.1003|Tegal S Mandala III
12.71.04.1004|Denai
12.71.04.1005|Binjai
12.71.04.1006|Medan Tenggara
12.71.05|Medan Barat
12.71.05.1001|Kesawan
12.71.05.1002|Silalas
12.71.05.1003|Glugur Kota
12.71.05.1004|Pulo Berayan Kota
12.71.05.1005|Sei Agul
12.71.05.1006|Karang Berombak
12.71.06|Medan Deli
12.71.06.1001|Titipapan
12.71.06.1002|Tanjung Mulia Hilir
12.71.06.1003|Tanjung Mulya
12.71.06.1004|Kota Bangun
12.71.06.1005|Mabar
12.71.06.1006|Mabar Hilir
12.71.07|Medan Tuntungan
12.71.07.1001|Tanjung Selamat
12.71.07.1002|Simpang Selayang
12.71.07.1003|Namo Gajah
12.71.07.1004|Kemenangan Tani
12.71.07.1005|Laucih
12.71.07.1006|Sidomulyo
12.71.07.1007|Ladang Bambu
12.71.07.1008|Simalingkar B
12.71.07.1009|Mangga
12.71.08|Medan Belawan
12.71.08.1001|Belawan I
12.71.08.1002|Belawan II
12.71.08.1003|Belawan Bahagia
12.71.08.1004|Belawan Bahari
12.71.08.1005|Belawan Sicanang
12.71.08.1006|Bagan Deli
12.71.09|Medan Amplas
12.71.09.1001|Amplas
12.71.09.1002|Sitirejo II
12.71.09.1003|Sitirejo III
12.71.09.1004|Harjosari I
12.71.09.1005|Harjosari II
12.71.09.1006|Timbang Deli
12.71.09.1007|Bangun Mulia
12.71.10|Medan Area
12.71.10.1001|Sukaramai I
12.71.10.1002|Sukaramai II
12.71.10.1003|Sei Rengas II
12.71.10.1004|S. Rengas Permata
12.71.10.1005|Pandau Hulu II
12.71.10.1006|Kota Matsum I
12.71.10.1007|Kota Matsum II
12.71.10.1008|Kota Matsum IV
12.71.10.1009|Pasar Merah Timur
12.71.10.1010|Tegal Sari I
12.71.10.1011|Tegal Sari II
12.71.10.1012|Tegal Sari III
12.71.11|Medan Johor
12.71.11.1001|Suka Maju
12.71.11.1002|Titi Kuning
12.71.11.1003|Kedai Durian
12.71.11.1004|Pangkalan Mansur
12.71.11.1005|Gedung Johor
12.71.11.1006|Kwala Bekala
12.71.12|Medan Marelan
12.71.12.1001|Labuhan Deli
12.71.12.1002|Rengas Pulau
12.71.12.1003|Terjun
12.71.12.1004|Tanah Enam Ratus
12.71.12.1005|Paya Pasir
12.71.13|Medan Labuhan
12.71.13.1001|Pekan Labuhan
12.71.13.1002|Sei Mati
12.71.13.1003|Besar
12.71.13.1004|Martubung
12.71.13.1005|Nelayan Indah
12.71.13.1006|Tangkahan
12.71.14|Medan Tembung
12.71.14.1001|Indra Kasih
12.71.14.1002|Sidorejo Hilir
12.71.14.1003|Sidorejo
12.71.14.1004|Bantan
12.71.14.1005|Tembung
12.71.14.1006|Bandar Selamat
12.71.14.1007|Bantan Timur
12.71.15|Medan Maimun
12.71.15.1001|A u r
12.71.15.1002|Hamdan
12.71.15.1003|J a t i
12.71.15.1004|Sukaraja
12.71.15.1005|Sei Mati
12.71.15.1006|Kampung Baru
12.71.16|Medan Polonia
12.71.16.1001|Madras Hulu
12.71.16.1002|Polonia
12.71.16.1003|Sari Rejo
12.71.16.1004|Suka Damai
12.71.16.1005|Anggrung
12.71.17|Medan Baru
12.71.17.1001|Petisah Hulu
12.71.17.1002|Babura
12.71.17.1003|Merdeka
12.71.17.1004|Darat
12.71.17.1005|Padang Bulan
12.71.17.1006|Titi Rante
12.71.18|Medan Perjuangan
12.71.18.1001|Pandau Hilir
12.71.18.1002|Pahlawan
12.71.18.1003|Sei Kera Hilir I
12.71.18.1004|Sei Kera Hilir II
12.71.18.1005|Sei Kera Hulu
12.71.18.1006|Sidorame Timur
12.71.18.1007|Sidorame Barat I
12.71.18.1008|Sidorame Barat II
12.71.18.1009|Tegalrejo
12.71.19|Medan Petisah
12.71.19.1001|Petisah Tengah
12.71.19.1002|Sekip
12.71.19.1003|Sei Sikambing D
12.71.19.1004|Sei Putih Barat
12.71.19.1005|Sei Putih Tengah
12.71.19.1006|Sei Putih Timur I
12.71.19.1007|Sei Putih Timur II
12.71.20|Medan Timur
12.71.20.1001|Gang Buntu
12.71.20.1002|Sidodadi
12.71.20.1003|Durian
12.71.20.1004|Glugur Darat I
12.71.20.1005|Glugur Darat II
12.71.20.1006|P Berayan Darat I
12.71.20.1007|P Berayan Darat II
12.71.20.1008|P Berayan Bengkel
12.71.20.1009|PB Bengkel Baru
12.71.20.1010|Perintis
12.71.20.1011|Gaharu
12.71.21|Medan Selayang
12.71.21.1001|Asam Kumbang
12.71.21.1002|Tanjungsari
12.71.21.1003|P Bulan Selayang II
12.71.21.1004|Beringin
12.71.21.1005|P Bulan Selayang I
12.71.21.1006|Sempakata
12.72|KOTA PEMATANGSIANTAR
12.72.01|Siantar Timur
12.72.01.1001|Kebun Sayur
12.72.01.1002|Tomuan
12.72.01.1003|Pahlawan
12.72.01.1004|Asuhan
12.72.01.1005|Merdeka
12.72.01.1006|Pardomuan
12.72.01.1007|Siopat Suhu
12.72.02|Siantar Barat
12.72.02.1001|Dwikora
12.72.02.1002|Proklamasi
12.72.02.1003|Bantan
12.72.02.1004|Timbang Galung
12.72.02.1005|Simarito
12.72.02.1006|Sipinggolpinggol
12.72.02.1007|Banjar
12.72.02.1008|Teladan
12.72.03|Siantar Utara
12.72.03.1001|Melayu
12.72.03.1002|Martoba
12.72.03.1003|Baru
12.72.03.1004|Sukadame
12.72.03.1005|Kahean
12.72.03.1006|Sigulanggulang
12.72.03.1007|Bane
12.72.04|Siantar Selatan
12.72.04.1001|Toba
12.72.04.1002|Karo
12.72.04.1003|Simalungun
12.72.04.1004|Martimbang
12.72.04.1005|Kristen
12.72.04.1006|Aek Nauli
12.72.05|Siantar Marihat
12.72.05.1002|Sukaraja
12.72.05.1005|Baringin Pancur Nauli
12.72.05.1006|Pardamean
12.72.05.1007|Sukamaju
12.72.05.1008|Parhorasan Nauli
12.72.05.1009|Sukamakmur
12.72.05.1010|Mekar Nauli
12.72.06|Siantar Martoba
12.72.06.1001|Sumber Jaya
12.72.06.1003|Tambun Nabolon
12.72.06.1007|Naga Pita
12.72.06.1008|Pondok Sayur
12.72.06.1009|Tanjung Tongah
12.72.06.1010|Naga Pitu
12.72.06.1011|Tanjung Pinggir
12.72.07|Siantar Sitalasari
12.72.07.1001|Gurilla
12.72.07.1002|Bah Kapul
12.72.07.1003|Setia Negara
12.72.07.1004|Bukit Sofa
12.72.07.1005|Bah Sorma
12.72.08|Siantar Marimbun
12.72.08.1001|Simarimbun
12.72.08.1002|Tong Marimbun
12.72.08.1003|Naga Huta
12.72.08.1004|Naga Huta Timur
12.72.08.1005|Pematang Marihat
12.72.08.1006|Marihat Jaya
12.73|KOTA SIBOLGA
12.73.01|Sibolga Utara
12.73.01.1001|Huta Barangan
12.73.01.1002|Angin Nauli
12.73.01.1003|Huta Tonga-tonga
12.73.01.1004|Sibolga Ilir
12.73.01.1005|Simare-Mare
12.73.02|Sibolga Kota
12.73.02.1001|Kota Baringin
12.73.02.1002|Pasar Baru
12.73.02.1003|Pasar Belakang
12.73.02.1004|Pancuran Gerobak
12.73.03|Sibolga Selatan
12.73.03.1001|Aek Habil
12.73.03.1002|Aek Manis
12.73.03.1003|Aek Muara Pinang
12.73.03.1004|Aek Parombunan
12.73.04|Sibolga Sambas
12.73.04.1001|Pancuran Kerambil
12.73.04.1002|Pancuran Dewa
12.73.04.1003|Pancuran Pinang
12.73.04.1004|Pancuran Bambu
12.74|KOTA TANJUNG BALAI
12.74.01|Tanjung Balai Selatan
12.74.01.1001|Tanjung Balai Kota I
12.74.01.1002|Tanjung Balai Kota II
12.74.01.1003|Perwira
12.74.01.1004|Karya
12.74.01.1005|Pantai Burung
12.74.01.1006|Indra Sakti
12.74.02|Tanjung Balai Utara
12.74.02.1001|Tanjung Balai Kota III
12.74.02.1002|Tanjung Balai Kota IV
12.74.02.1003|Sejahtera
12.74.02.1004|Kuala Silo Bestari
12.74.02.1005|Matahalasan
12.74.03|Sei Tualang Raso
12.74.03.1001|Keramat Kubah
12.74.03.1002|Sumber Sari
12.74.03.1003|Muara Sentosa
12.74.03.1004|Pasar Baru
12.74.03.1005|Sei Raja
12.74.04|Teluk Nibung
12.74.04.1001|Sei Merbau
12.74.04.1002|Pematang Pasir
12.74.04.1003|Perjuangan
12.74.04.1004|Kapias Pulau Buaya
12.74.04.1005|Beting Kuala Kapias
12.74.05|Datuk Bandar
12.74.05.1003|Gading
12.74.05.1004|Sirantau
12.74.05.1005|Sijambi
12.74.05.1006|Pahang
12.74.05.1010|Pantai Johor
12.74.06|Datuk Bandar Timur
12.74.06.1001|Pulau Simardan
12.74.06.1002|Semula Jadi
12.74.06.1003|Selat Lancang
12.74.06.1004|Bunga Tanjung
12.74.06.1005|Selat Tanjung Medan
12.75|KOTA BINJAI
12.75.01|Binjai Utara
12.75.01.1001|Pahlawan
12.75.01.1002|Jati Negara
12.75.01.1003|Nangka
12.75.01.1004|Damai
12.75.01.1005|Kebun Lada
12.75.01.1006|Cengkeh Turi
12.75.01.1007|Jati Utomo
12.75.01.1008|Jati Makmur
12.75.01.1009|Jati Karya
12.75.02|Binjai Kota
12.75.02.1001|Berngam
12.75.02.1002|Satria
12.75.02.1003|Setia
12.75.02.1004|Kartini
12.75.02.1005|Tangsi
12.75.02.1006|Binjai
12.75.02.1007|Pekan Binjai
12.75.03|Binjai Barat
12.75.03.1001|Bandar Senembah
12.75.03.1002|Limau Mungkur
12.75.03.1003|Limau Sundai
12.75.03.1004|Paya Roba
12.75.03.1005|Suka Maju
12.75.03.1006|Sukaramai
12.75.04|Binjai Timur
12.75.04.1001|Tanah Tinggi
12.75.04.1002|Dataran Tinggi
12.75.04.1003|Timbang Langkat
12.75.04.1004|Mencirim
12.75.04.1005|Tunggurono
12.75.04.1006|Sumber Mulyorejo
12.75.04.1007|Sumber Karya
12.75.05|Binjai Selatan
12.75.05.1001|Tanah Merah
12.75.05.1002|Binjai Estate
12.75.05.1003|Bhakti Karya
12.75.05.1004|Rambung Dalam
12.75.05.1005|Pujidadi
12.75.05.1006|Tanah Seribu
12.75.05.1007|Rambung Barat
12.75.05.1008|Rambung Timur
12.76|KOTA TEBING TINGGI
12.76.01|Padang Hulu
12.76.01.1001|Pabatu
12.76.01.1002|Lubuk Baru
12.76.01.1006|Persiakan
12.76.01.1007|Bandar Sono
12.76.01.1010|Tualang
12.76.01.1011|Padang Merbau
12.76.01.1012|Lubuk Raya
12.76.02|Rambutan
12.76.02.1004|Rantau Laban
12.76.02.1007|Karya Jaya
12.76.02.1009|Lalang
12.76.02.1010|Tanjung Marulak
12.76.02.1011|Sri Padang
12.76.02.1012|Tanjung Marulak Hilir
12.76.02.1013|Mekar Sentosa
12.76.03|Padang Hilir
12.76.03.1001|Bagelen
12.76.03.1002|Tambangan
12.76.03.1004|Tebing Tinggi
12.76.03.1006|Satria
12.76.03.1007|Damar Sari
12.76.03.1008|Tambangan Hulu
12.76.03.1009|Deblod Sundoro
12.76.04|Bajenis
12.76.04.1001|Durian
12.76.04.1002|Pelita
12.76.04.1003|Bulian
12.76.04.1004|Berohol
12.76.04.1005|Bandar Sakti
12.76.04.1006|Pinang Mancung
12.76.04.1007|Teluk Karang
12.76.05|Tebing Tinggi Kota
12.76.05.1001|Mandailing
12.76.05.1002|Pasar Baru
12.76.05.1003|Pasar Gambir
12.76.05.1004|Badak Bejuang
12.76.05.1005|Bandar Utama
12.76.05.1006|Rambung
12.76.05.1007|Tebing Tinggi Lama
12.77|KOTA PADANGSIDIMPUAN
12.77.01|Padangsidimpuan Utara
12.77.01.1001|Wek I
12.77.01.1002|Wek II
12.77.01.1003|Wek III
12.77.01.1004|Wek IV
12.77.01.1005|Tanobato
12.77.01.1006|Tobat
12.77.01.1007|Batang Ayumi Jae
12.77.01.1008|Batang Ayumi Julu
12.77.01.1009|Sadabuan
12.77.01.1010|Panyanggar
12.77.01.1011|Bonan Dolok
12.77.01.1012|Losung Batu
12.77.01.1013|Timbangan
12.77.01.1014|Bincar
12.77.01.1015|Kantin
12.77.01.1016|Kayu Ombun
12.77.02|Padangsidimpuan Selatan
12.77.02.1001|Wek V
12.77.02.1002|Wek VI
12.77.02.1003|Losung
12.77.02.1004|Sitamiang
12.77.02.1005|Ujung Padang
12.77.02.1006|Aek Tampang
12.77.02.1007|Padang Matinggi
12.77.02.1008|Silandit
12.77.02.1009|Sidangkal
12.77.02.1010|Hanopan
12.77.02.1011|Padang Matinggi Lestari
12.77.02.1012|Sitamiang Baru
12.77.03|Padangsidimpuan Batunadua
12.77.03.1001|Batunadua Jae
12.77.03.1002|Batunadua Julu
12.77.03.2003|Purwodadi
12.77.03.2004|Gunung Hasahatan
12.77.03.2005|Ujunggurap
12.77.03.2006|Aek Tuhul
12.77.03.2007|Baruas
12.77.03.2008|Siloting
12.77.03.2009|Aek Bayur
12.77.03.2010|Pudun Jae
12.77.03.2011|Pudun Julu
12.77.03.2012|Batang Bahal
12.77.03.2013|Aek Najaji
12.77.03.2014|Simirik
12.77.03.2015|Bargottopong
12.77.04|Padangsidimpuan Hutaimbaru
12.77.04.1001|Hutaimbaru
12.77.04.1002|Lubuk Raya
12.77.04.1003|Sabungan Jae
12.77.04.1004|Lembah Lubuk Manik
12.77.04.1005|Palopat Maria
12.77.04.2006|Sabungan Sipabangun
12.77.04.2007|Singali
12.77.04.2008|Huta Padang
12.77.04.2009|Partihaman Saroha
12.77.04.2010|Tinjoman Lama
12.77.05|Padangsidimpuan Tenggara
12.77.05.1001|Sihitang
12.77.05.1002|Pijor Koling
12.77.05.2003|Palopat Pijor Koling
12.77.05.2004|Salambue
12.77.05.2005|Purbatua Pijor Koling
12.77.05.2006|Sigulang
12.77.05.2007|Manunggang Julu
12.77.05.2008|Goti
12.77.05.2009|Manegen
12.77.05.2010|Huta Koje
12.77.05.2011|Hutalimbong
12.77.05.2012|Huta Padang
12.77.05.2013|Perkebunan Pijor Koling
12.77.05.2014|Labuhan Labo
12.77.05.2015|Huta Lombang
12.77.05.2016|Manunggang Jae
12.77.05.2017|Labuhan Rasoki
12.77.05.2018|Tarutung Baru
12.77.06|Padangsidimpuan Angkola Julu
12.77.06.2001|Joring Lombang
12.77.06.2002|Batu Layan
12.77.06.2003|Simasom
12.77.06.2004|Pintu Langit Jae
12.77.06.2005|Mompang
12.77.06.2006|Rimba Soping
12.77.06.2007|Simatohir
12.77.06.2008|Joring Natobang
12.78|KOTA GUNUNGSITOLI
12.78.01|Gunungsitoli
12.78.01.1030|Pasar Gunungsitoli
12.78.01.1031|Saombo
12.78.01.1032|Ilir
12.78.01.2001|Bawodesolo
12.78.01.2002|Boyo
12.78.01.2003|Dahadano Gawu-Gawu
12.78.01.2004|Dahana Tabaloho
12.78.01.2005|Fadoro Lasara
12.78.01.2006|Hilihao
12.78.01.2007|Hilimbaruzo
12.78.01.2008|Hilina'a
12.78.01.2009|Iraonogeba
12.78.01.2010|Lasara Bahili
12.78.01.2011|Lolowonu Niko'otano
12.78.01.2012|Madula
12.78.01.2013|Madolaoli
12.78.01.2014|Mudik
12.78.01.2015|Miga
12.78.01.2016|Mo'awo
12.78.01.2017|Ombolata Ulu
12.78.01.2018|Onowaembo
12.78.01.2019|Onozitoli Olora
12.78.01.2020|Onozitoli Sifaoroasi
12.78.01.2021|Saewe
12.78.01.2022|Sifalaete Tabaloho
12.78.01.2023|Sifalaete Ulu
12.78.01.2024|Sihare'o II Tabaloho
12.78.01.2025|Simandraolo
12.78.01.2026|Sisarahiligamo
12.78.01.2027|Sisarahili Sisambualahe
12.78.01.2028|Sisobahili Tabaloho
12.78.01.2029|Tuhemberua Ulu
12.78.02|Gunungsitoli Selatan
12.78.02.2001|Ononamolo I Lot
12.78.02.2002|Fodo
12.78.02.2003|Faekhu
12.78.02.2004|Lolofaoso Tabaloho
12.78.02.2005|Lolomboli
12.78.02.2006|Mazingo Tabaloho
